07/31 11:21:48 PM | Logger is set 
08/01 09:36:55 PM | Train: [84/200] Step 100/380 Loss 0.150 Prec@(1,5) (100.0%, 100.0%)
08/01 09:36:59 PM | Train: [84/200] Step 110/380 Loss 0.152 Prec@(1,5) (100.0%, 100.0%)
08/01 09:37:03 PM | Train: [84/200] Step 120/380 Loss 0.153 Prec@(1,5) (100.0%, 100.0%)
08/01 09:37:06 PM | Train: [84/200] Step 130/380 Loss 0.154 Prec@(1,5) (100.0%, 100.0%)
08/01 09:37:10 PM | Train: [84/200] Step 140/380 Loss 0.153 Prec@(1,5) (100.0%, 100.0%)
08/01 09:37:13 PM | Train: [84/200] Step 150/380 Loss 0.148 Prec@(1,5) (100.0%, 100.0%)
08/01 09:37:16 PM | Train: [84/200] Step 160/380 Loss 0.147 Prec@(1,5) (100.0%, 100.0%)
08/01 09:37:20 PM | Train: [84/200] Step 170/380 Loss 0.144 Prec@(1,5) (100.0%, 100.0%)
08/01 09:37:23 PM | Train: [84/200] Step 180/380 Loss 0.142 Prec@(1,5) (100.0%, 100.0%)
08/01 09:37:27 PM | Train: [84/200] Step 190/380 Loss 0.144 Prec@(1,5) (100.0%, 100.0%)
08/01 09:37:31 PM | Train: [84/200] Step 200/380 Loss 0.142 Prec@(1,5) (100.0%, 100.0%)
08/01 09:37:34 PM | Train: [84/200] Step 210/380 Loss 0.143 Prec@(1,5) (100.0%, 100.0%)
08/01 09:37:38 PM | Train: [84/200] Step 220/380 Loss 0.142 Prec@(1,5) (100.0%, 100.0%)
08/01 09:37:42 PM | Train: [84/200] Step 230/380 Loss 0.141 Prec@(1,5) (100.0%, 100.0%)
08/01 09:37:45 PM | Train: [84/200] Step 240/380 Loss 0.142 Prec@(1,5) (100.0%, 100.0%)
08/01 09:37:49 PM | Train: [84/200] Step 250/380 Loss 0.140 Prec@(1,5) (100.0%, 100.0%)
08/01 09:37:52 PM | Train: [84/200] Step 260/380 Loss 0.140 Prec@(1,5) (100.0%, 100.0%)
08/01 09:37:56 PM | Train: [84/200] Step 270/380 Loss 0.139 Prec@(1,5) (100.0%, 100.0%)
08/01 09:38:00 PM | Train: [84/200] Step 280/380 Loss 0.142 Prec@(1,5) (100.0%, 100.0%)
08/01 09:38:03 PM | Train: [84/200] Step 290/380 Loss 0.142 Prec@(1,5) (100.0%, 100.0%)
08/01 09:38:07 PM | Train: [84/200] Step 300/380 Loss 0.140 Prec@(1,5) (100.0%, 100.0%)
08/01 09:38:11 PM | Train: [84/200] Step 310/380 Loss 0.141 Prec@(1,5) (100.0%, 100.0%)
08/01 09:38:14 PM | Train: [84/200] Step 320/380 Loss 0.141 Prec@(1,5) (100.0%, 100.0%)
08/01 09:38:18 PM | Train: [84/200] Step 330/380 Loss 0.140 Prec@(1,5) (100.0%, 100.0%)
08/01 09:38:21 PM | Train: [84/200] Step 340/380 Loss 0.141 Prec@(1,5) (100.0%, 100.0%)
08/01 09:38:24 PM | Train: [84/200] Step 350/380 Loss 0.142 Prec@(1,5) (100.0%, 100.0%)
08/01 09:38:28 PM | Train: [84/200] Step 360/380 Loss 0.142 Prec@(1,5) (100.0%, 100.0%)
08/01 09:38:33 PM | Train: [84/200] Step 370/380 Loss 0.141 Prec@(1,5) (100.0%, 100.0%)
08/01 09:38:38 PM | Train: [84/200] Step 380/380 Loss 0.142 Prec@(1,5) (100.0%, 100.0%)
08/01 09:38:38 PM | Train: [84/200] Final Prec@1 100.0000%
08/01 09:39:25 PM | Valid: [84/200] Step 000/023 Loss 7.299 Prec@(1,5) (96.9%, 100.0%)
08/01 09:39:29 PM | Valid: [84/200] Step 010/023 Loss 6.761 Prec@(1,5) (93.2%, 98.0%)
08/01 09:39:33 PM | Valid: [84/200] Step 020/023 Loss 6.845 Prec@(1,5) (91.2%, 96.9%)
08/01 09:39:36 PM | Valid: [84/200] Final Prec@1 90.8967%, Prec@5 96.8750%, Prec@10 98.0978%
08/01 09:39:36 PM | Final best Prec@1 = 92.1196%
08/01 09:40:45 PM | Train: [85/200] Step 010/380 Loss 0.120 Prec@(1,5) (100.0%, 100.0%)
08/01 09:40:49 PM | Train: [85/200] Step 020/380 Loss 0.115 Prec@(1,5) (100.0%, 100.0%)
08/01 09:40:52 PM | Train: [85/200] Step 030/380 Loss 0.105 Prec@(1,5) (100.0%, 100.0%)
08/01 09:40:56 PM | Train: [85/200] Step 040/380 Loss 0.115 Prec@(1,5) (100.0%, 100.0%)
08/01 09:40:59 PM | Train: [85/200] Step 050/380 Loss 0.123 Prec@(1,5) (100.0%, 100.0%)
08/01 09:41:03 PM | Train: [85/200] Step 060/380 Loss 0.118 Prec@(1,5) (100.0%, 100.0%)
08/01 09:41:06 PM | Train: [85/200] Step 070/380 Loss 0.121 Prec@(1,5) (100.0%, 100.0%)
08/01 09:41:10 PM | Train: [85/200] Step 080/380 Loss 0.124 Prec@(1,5) (100.0%, 100.0%)
08/01 09:41:13 PM | Train: [85/200] Step 090/380 Loss 0.127 Prec@(1,5) (100.0%, 100.0%)
08/01 09:41:16 PM | Train: [85/200] Step 100/380 Loss 0.131 Prec@(1,5) (100.0%, 100.0%)
08/01 09:41:20 PM | Train: [85/200] Step 110/380 Loss 0.137 Prec@(1,5) (100.0%, 100.0%)
08/01 09:41:23 PM | Train: [85/200] Step 120/380 Loss 0.139 Prec@(1,5) (100.0%, 100.0%)
08/01 09:41:27 PM | Train: [85/200] Step 130/380 Loss 0.137 Prec@(1,5) (100.0%, 100.0%)
08/01 09:41:30 PM | Train: [85/200] Step 140/380 Loss 0.138 Prec@(1,5) (100.0%, 100.0%)
08/01 09:41:34 PM | Train: [85/200] Step 150/380 Loss 0.140 Prec@(1,5) (100.0%, 100.0%)
08/01 09:41:38 PM | Train: [85/200] Step 160/380 Loss 0.141 Prec@(1,5) (100.0%, 100.0%)
08/01 09:41:42 PM | Train: [85/200] Step 170/380 Loss 0.144 Prec@(1,5) (100.0%, 100.0%)
08/01 09:41:45 PM | Train: [85/200] Step 180/380 Loss 0.145 Prec@(1,5) (100.0%, 100.0%)
08/01 09:41:49 PM | Train: [85/200] Step 190/380 Loss 0.146 Prec@(1,5) (100.0%, 100.0%)
08/01 09:41:53 PM | Train: [85/200] Step 200/380 Loss 0.144 Prec@(1,5) (100.0%, 100.0%)
08/01 09:41:57 PM | Train: [85/200] Step 210/380 Loss 0.142 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:00 PM | Train: [85/200] Step 220/380 Loss 0.140 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:04 PM | Train: [85/200] Step 230/380 Loss 0.140 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:07 PM | Train: [85/200] Step 240/380 Loss 0.140 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:11 PM | Train: [85/200] Step 250/380 Loss 0.140 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:14 PM | Train: [85/200] Step 260/380 Loss 0.139 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:19 PM | Train: [85/200] Step 270/380 Loss 0.140 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:22 PM | Train: [85/200] Step 280/380 Loss 0.139 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:26 PM | Train: [85/200] Step 290/380 Loss 0.140 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:30 PM | Train: [85/200] Step 300/380 Loss 0.139 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:34 PM | Train: [85/200] Step 310/380 Loss 0.139 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:37 PM | Train: [85/200] Step 320/380 Loss 0.140 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:41 PM | Train: [85/200] Step 330/380 Loss 0.141 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:45 PM | Train: [85/200] Step 340/380 Loss 0.141 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:48 PM | Train: [85/200] Step 350/380 Loss 0.141 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:52 PM | Train: [85/200] Step 360/380 Loss 0.141 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:55 PM | Train: [85/200] Step 370/380 Loss 0.142 Prec@(1,5) (100.0%, 100.0%)
08/01 09:42:59 PM | Train: [85/200] Step 380/380 Loss 0.142 Prec@(1,5) (100.0%, 100.0%)
08/01 09:43:02 PM | Train: [85/200] Final Prec@1 100.0000%
08/01 09:43:58 PM | Valid: [85/200] Step 000/023 Loss 7.108 Prec@(1,5) (96.9%, 96.9%)
08/01 09:44:02 PM | Valid: [85/200] Step 010/023 Loss 6.851 Prec@(1,5) (91.8%, 96.9%)
08/01 09:44:07 PM | Valid: [85/200] Step 020/023 Loss 6.746 Prec@(1,5) (91.4%, 96.9%)
08/01 09:44:11 PM | Valid: [85/200] Final Prec@1 90.8967%, Prec@5 96.8750%, Prec@10 98.6413%
08/01 09:44:11 PM | Final best Prec@1 = 92.1196%
08/01 09:45:14 PM | Train: [86/200] Step 010/380 Loss 0.163 Prec@(1,5) (100.0%, 100.0%)
08/01 09:45:18 PM | Train: [86/200] Step 020/380 Loss 0.158 Prec@(1,5) (100.0%, 100.0%)
08/01 09:45:22 PM | Train: [86/200] Step 030/380 Loss 0.149 Prec@(1,5) (100.0%, 100.0%)
08/01 09:45:25 PM | Train: [86/200] Step 040/380 Loss 0.143 Prec@(1,5) (100.0%, 100.0%)
08/01 09:45:29 PM | Train: [86/200] Step 050/380 Loss 0.147 Prec@(1,5) (100.0%, 100.0%)
08/01 09:45:32 PM | Train: [86/200] Step 060/380 Loss 0.147 Prec@(1,5) (100.0%, 100.0%)
08/01 09:45:36 PM | Train: [86/200] Step 070/380 Loss 0.144 Prec@(1,5) (100.0%, 100.0%)
08/01 09:45:40 PM | Train: [86/200] Step 080/380 Loss 0.144 Prec@(1,5) (100.0%, 100.0%)
08/01 09:45:45 PM | Train: [86/200] Step 090/380 Loss 0.139 Prec@(1,5) (100.0%, 100.0%)
08/01 09:45:48 PM | Train: [86/200] Step 100/380 Loss 0.142 Prec@(1,5) (100.0%, 100.0%)
08/01 09:45:51 PM | Train: [86/200] Step 110/380 Loss 0.137 Prec@(1,5) (100.0%, 100.0%)
08/01 09:45:56 PM | Train: [86/200] Step 120/380 Loss 0.138 Prec@(1,5) (100.0%, 100.0%)
08/01 09:45:59 PM | Train: [86/200] Step 130/380 Loss 0.139 Prec@(1,5) (100.0%, 100.0%)
08/01 09:46:03 PM | Train: [86/200] Step 140/380 Loss 0.140 Prec@(1,5) (100.0%, 100.0%)
08/01 09:46:07 PM | Train: [86/200] Step 150/380 Loss 0.140 Prec@(1,5) (100.0%, 100.0%)
08/01 09:46:12 PM | Train: [86/200] Step 160/380 Loss 0.141 Prec@(1,5) (100.0%, 100.0%)
08/01 09:46:16 PM | Train: [86/200] Step 170/380 Loss 0.139 Prec@(1,5) (100.0%, 100.0%)
08/01 09:46:19 PM | Train: [86/200] Step 180/380 Loss 0.138 Prec@(1,5) (100.0%, 100.0%)
08/01 09:46:24 PM | Train: [86/200] Step 190/380 Loss 0.137 Prec@(1,5) (100.0%, 100.0%)
08/01 09:46:29 PM | Train: [86/200] Step 200/380 Loss 0.136 Prec@(1,5) (100.0%, 100.0%)
08/01 09:46:35 PM | Train: [86/200] Step 210/380 Loss 0.135 Prec@(1,5) (100.0%, 100.0%)
08/01 09:46:39 PM | Train: [86/200] Step 220/380 Loss 0.134 Prec@(1,5) (100.0%, 100.0%)
08/01 09:46:44 PM | Train: [86/200] Step 230/380 Loss 0.133 Prec@(1,5) (100.0%, 100.0%)
08/01 09:46:49 PM | Train: [86/200] Step 240/380 Loss 0.134 Prec@(1,5) (100.0%, 100.0%)
08/01 09:46:55 PM | Train: [86/200] Step 250/380 Loss 0.133 Prec@(1,5) (100.0%, 100.0%)
08/01 09:47:00 PM | Train: [86/200] Step 260/380 Loss 0.131 Prec@(1,5) (100.0%, 100.0%)
08/01 09:47:06 PM | Train: [86/200] Step 270/380 Loss 0.131 Prec@(1,5) (100.0%, 100.0%)
08/01 09:47:12 PM | Train: [86/200] Step 280/380 Loss 0.131 Prec@(1,5) (100.0%, 100.0%)
08/01 09:47:17 PM | Train: [86/200] Step 290/380 Loss 0.130 Prec@(1,5) (100.0%, 100.0%)
08/01 09:47:22 PM | Train: [86/200] Step 300/380 Loss 0.131 Prec@(1,5) (100.0%, 100.0%)
08/01 09:47:27 PM | Train: [86/200] Step 310/380 Loss 0.131 Prec@(1,5) (100.0%, 100.0%)
08/01 09:47:31 PM | Train: [86/200] Step 320/380 Loss 0.131 Prec@(1,5) (100.0%, 100.0%)
08/01 09:47:36 PM | Train: [86/200] Step 330/380 Loss 0.132 Prec@(1,5) (100.0%, 100.0%)
08/01 09:47:43 PM | Train: [86/200] Step 340/380 Loss 0.132 Prec@(1,5) (100.0%, 100.0%)
08/01 09:47:47 PM | Train: [86/200] Step 350/380 Loss 0.132 Prec@(1,5) (100.0%, 100.0%)
08/01 09:47:52 PM | Train: [86/200] Step 360/380 Loss 0.131 Prec@(1,5) (100.0%, 100.0%)
08/01 09:47:56 PM | Train: [86/200] Step 370/380 Loss 0.132 Prec@(1,5) (100.0%, 100.0%)
08/01 09:48:01 PM | Train: [86/200] Step 380/380 Loss 0.132 Prec@(1,5) (100.0%, 100.0%)
08/01 09:48:02 PM | Train: [86/200] Final Prec@1 100.0000%
08/01 09:48:45 PM | Valid: [86/200] Step 000/023 Loss 7.366 Prec@(1,5) (96.9%, 100.0%)
08/01 09:48:50 PM | Valid: [86/200] Step 010/023 Loss 6.680 Prec@(1,5) (92.3%, 97.7%)
08/01 09:48:56 PM | Valid: [86/200] Step 020/023 Loss 6.772 Prec@(1,5) (91.5%, 97.0%)
08/01 09:48:58 PM | Valid: [86/200] Final Prec@1 91.4402%, Prec@5 97.1467%, Prec@10 98.5054%
08/01 09:48:58 PM | Final best Prec@1 = 92.1196%
08/01 09:49:55 PM | Train: [87/200] Step 010/380 Loss 0.095 Prec@(1,5) (100.0%, 100.0%)
08/01 09:49:59 PM | Train: [87/200] Step 020/380 Loss 0.100 Prec@(1,5) (100.0%, 100.0%)
08/01 09:50:04 PM | Train: [87/200] Step 030/380 Loss 0.099 Prec@(1,5) (100.0%, 100.0%)
08/01 09:50:09 PM | Train: [87/200] Step 040/380 Loss 0.101 Prec@(1,5) (100.0%, 100.0%)
08/01 09:50:14 PM | Train: [87/200] Step 050/380 Loss 0.115 Prec@(1,5) (100.0%, 100.0%)
08/01 09:50:19 PM | Train: [87/200] Step 060/380 Loss 0.112 Prec@(1,5) (100.0%, 100.0%)
08/01 09:50:24 PM | Train: [87/200] Step 070/380 Loss 0.111 Prec@(1,5) (100.0%, 100.0%)
08/01 09:50:28 PM | Train: [87/200] Step 080/380 Loss 0.114 Prec@(1,5) (100.0%, 100.0%)
08/01 09:50:32 PM | Train: [87/200] Step 090/380 Loss 0.113 Prec@(1,5) (100.0%, 100.0%)
08/01 09:50:35 PM | Train: [87/200] Step 100/380 Loss 0.107 Prec@(1,5) (100.0%, 100.0%)
08/01 09:50:38 PM | Train: [87/200] Step 110/380 Loss 0.106 Prec@(1,5) (100.0%, 100.0%)
08/01 09:50:42 PM | Train: [87/200] Step 120/380 Loss 0.106 Prec@(1,5) (100.0%, 100.0%)
08/01 09:50:46 PM | Train: [87/200] Step 130/380 Loss 0.106 Prec@(1,5) (100.0%, 100.0%)
08/01 09:50:49 PM | Train: [87/200] Step 140/380 Loss 0.104 Prec@(1,5) (100.0%, 100.0%)
08/01 09:50:53 PM | Train: [87/200] Step 150/380 Loss 0.105 Prec@(1,5) (100.0%, 100.0%)
08/01 09:50:56 PM | Train: [87/200] Step 160/380 Loss 0.105 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:00 PM | Train: [87/200] Step 170/380 Loss 0.105 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:04 PM | Train: [87/200] Step 180/380 Loss 0.106 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:07 PM | Train: [87/200] Step 190/380 Loss 0.106 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:10 PM | Train: [87/200] Step 200/380 Loss 0.105 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:15 PM | Train: [87/200] Step 210/380 Loss 0.105 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:18 PM | Train: [87/200] Step 220/380 Loss 0.106 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:22 PM | Train: [87/200] Step 230/380 Loss 0.108 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:25 PM | Train: [87/200] Step 240/380 Loss 0.107 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:29 PM | Train: [87/200] Step 250/380 Loss 0.107 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:32 PM | Train: [87/200] Step 260/380 Loss 0.107 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:36 PM | Train: [87/200] Step 270/380 Loss 0.108 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:39 PM | Train: [87/200] Step 280/380 Loss 0.110 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:42 PM | Train: [87/200] Step 290/380 Loss 0.109 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:46 PM | Train: [87/200] Step 300/380 Loss 0.109 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:50 PM | Train: [87/200] Step 310/380 Loss 0.109 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:53 PM | Train: [87/200] Step 320/380 Loss 0.110 Prec@(1,5) (100.0%, 100.0%)
08/01 09:51:57 PM | Train: [87/200] Step 330/380 Loss 0.110 Prec@(1,5) (100.0%, 100.0%)
08/01 09:52:01 PM | Train: [87/200] Step 340/380 Loss 0.112 Prec@(1,5) (100.0%, 100.0%)
08/01 09:52:05 PM | Train: [87/200] Step 350/380 Loss 0.111 Prec@(1,5) (100.0%, 100.0%)
08/01 09:52:08 PM | Train: [87/200] Step 360/380 Loss 0.113 Prec@(1,5) (100.0%, 100.0%)
08/01 09:52:13 PM | Train: [87/200] Step 370/380 Loss 0.113 Prec@(1,5) (100.0%, 100.0%)
08/01 09:52:16 PM | Train: [87/200] Step 380/380 Loss 0.113 Prec@(1,5) (100.0%, 100.0%)
08/01 09:52:23 PM | Train: [87/200] Final Prec@1 100.0000%
08/01 09:53:17 PM | Valid: [87/200] Step 000/023 Loss 6.928 Prec@(1,5) (93.8%, 96.9%)
08/01 09:53:21 PM | Valid: [87/200] Step 010/023 Loss 6.622 Prec@(1,5) (92.9%, 97.4%)
08/01 09:53:25 PM | Valid: [87/200] Step 020/023 Loss 6.597 Prec@(1,5) (91.5%, 97.0%)
08/01 09:53:28 PM | Valid: [87/200] Final Prec@1 91.1685%, Prec@5 96.7391%, Prec@10 98.3696%
08/01 09:53:28 PM | Final best Prec@1 = 92.1196%
08/01 09:54:20 PM | Train: [88/200] Step 010/380 Loss 0.081 Prec@(1,5) (100.0%, 100.0%)
08/01 09:54:23 PM | Train: [88/200] Step 020/380 Loss 0.090 Prec@(1,5) (100.0%, 100.0%)
08/01 09:54:27 PM | Train: [88/200] Step 030/380 Loss 0.103 Prec@(1,5) (100.0%, 100.0%)
08/01 09:54:31 PM | Train: [88/200] Step 040/380 Loss 0.097 Prec@(1,5) (100.0%, 100.0%)
08/01 09:54:34 PM | Train: [88/200] Step 050/380 Loss 0.092 Prec@(1,5) (100.0%, 100.0%)
08/01 09:54:38 PM | Train: [88/200] Step 060/380 Loss 0.094 Prec@(1,5) (100.0%, 100.0%)
08/01 09:54:42 PM | Train: [88/200] Step 070/380 Loss 0.095 Prec@(1,5) (100.0%, 100.0%)
08/01 09:54:48 PM | Train: [88/200] Step 080/380 Loss 0.097 Prec@(1,5) (100.0%, 100.0%)
08/01 09:54:51 PM | Train: [88/200] Step 090/380 Loss 0.100 Prec@(1,5) (100.0%, 100.0%)
08/01 09:54:55 PM | Train: [88/200] Step 100/380 Loss 0.102 Prec@(1,5) (100.0%, 100.0%)
08/01 09:54:59 PM | Train: [88/200] Step 110/380 Loss 0.099 Prec@(1,5) (100.0%, 100.0%)
08/01 09:55:05 PM | Train: [88/200] Step 120/380 Loss 0.097 Prec@(1,5) (100.0%, 100.0%)
08/01 09:55:09 PM | Train: [88/200] Step 130/380 Loss 0.097 Prec@(1,5) (100.0%, 100.0%)
08/01 09:55:13 PM | Train: [88/200] Step 140/380 Loss 0.099 Prec@(1,5) (100.0%, 100.0%)
08/01 09:55:16 PM | Train: [88/200] Step 150/380 Loss 0.099 Prec@(1,5) (100.0%, 100.0%)
08/01 09:55:20 PM | Train: [88/200] Step 160/380 Loss 0.099 Prec@(1,5) (100.0%, 100.0%)
08/01 09:55:23 PM | Train: [88/200] Step 170/380 Loss 0.098 Prec@(1,5) (100.0%, 100.0%)
08/01 09:55:26 PM | Train: [88/200] Step 180/380 Loss 0.098 Prec@(1,5) (100.0%, 100.0%)
08/01 09:55:30 PM | Train: [88/200] Step 190/380 Loss 0.098 Prec@(1,5) (100.0%, 100.0%)
08/01 09:55:34 PM | Train: [88/200] Step 200/380 Loss 0.099 Prec@(1,5) (100.0%, 100.0%)
08/01 09:55:37 PM | Train: [88/200] Step 210/380 Loss 0.097 Prec@(1,5) (100.0%, 100.0%)
08/01 09:55:41 PM | Train: [88/200] Step 220/380 Loss 0.099 Prec@(1,5) (100.0%, 100.0%)
08/01 09:55:44 PM | Train: [88/200] Step 230/380 Loss 0.101 Prec@(1,5) (100.0%, 100.0%)
08/01 09:55:48 PM | Train: [88/200] Step 240/380 Loss 0.101 Prec@(1,5) (100.0%, 100.0%)
08/01 09:55:52 PM | Train: [88/200] Step 250/380 Loss 0.102 Prec@(1,5) (100.0%, 100.0%)
08/01 09:55:55 PM | Train: [88/200] Step 260/380 Loss 0.102 Prec@(1,5) (100.0%, 100.0%)
08/01 09:55:59 PM | Train: [88/200] Step 270/380 Loss 0.101 Prec@(1,5) (100.0%, 100.0%)
08/01 09:56:02 PM | Train: [88/200] Step 280/380 Loss 0.101 Prec@(1,5) (100.0%, 100.0%)
08/01 09:56:06 PM | Train: [88/200] Step 290/380 Loss 0.102 Prec@(1,5) (100.0%, 100.0%)
08/01 09:56:10 PM | Train: [88/200] Step 300/380 Loss 0.102 Prec@(1,5) (100.0%, 100.0%)
08/01 09:56:13 PM | Train: [88/200] Step 310/380 Loss 0.103 Prec@(1,5) (100.0%, 100.0%)
08/01 09:56:17 PM | Train: [88/200] Step 320/380 Loss 0.103 Prec@(1,5) (100.0%, 100.0%)
08/01 09:56:20 PM | Train: [88/200] Step 330/380 Loss 0.103 Prec@(1,5) (100.0%, 100.0%)
08/01 09:56:25 PM | Train: [88/200] Step 340/380 Loss 0.103 Prec@(1,5) (100.0%, 100.0%)
08/01 09:56:28 PM | Train: [88/200] Step 350/380 Loss 0.103 Prec@(1,5) (100.0%, 100.0%)
08/01 09:56:32 PM | Train: [88/200] Step 360/380 Loss 0.104 Prec@(1,5) (100.0%, 100.0%)
08/01 09:56:35 PM | Train: [88/200] Step 370/380 Loss 0.105 Prec@(1,5) (100.0%, 100.0%)
08/01 09:56:39 PM | Train: [88/200] Step 380/380 Loss 0.104 Prec@(1,5) (100.0%, 100.0%)
08/01 09:56:47 PM | Train: [88/200] Final Prec@1 100.0000%
08/01 09:57:39 PM | Valid: [88/200] Step 000/023 Loss 6.250 Prec@(1,5) (96.9%, 100.0%)
08/01 09:57:43 PM | Valid: [88/200] Step 010/023 Loss 6.528 Prec@(1,5) (92.9%, 97.4%)
08/01 09:57:47 PM | Valid: [88/200] Step 020/023 Loss 6.541 Prec@(1,5) (92.6%, 97.2%)
08/01 09:57:49 PM | Valid: [88/200] Final Prec@1 91.9837%, Prec@5 96.8750%, Prec@10 98.6413%
08/01 09:57:49 PM | Final best Prec@1 = 92.1196%
08/01 09:58:42 PM | Train: [89/200] Step 010/380 Loss 0.087 Prec@(1,5) (100.0%, 100.0%)
08/01 09:58:46 PM | Train: [89/200] Step 020/380 Loss 0.103 Prec@(1,5) (100.0%, 100.0%)
08/01 09:58:50 PM | Train: [89/200] Step 030/380 Loss 0.105 Prec@(1,5) (100.0%, 100.0%)
08/01 09:58:54 PM | Train: [89/200] Step 040/380 Loss 0.098 Prec@(1,5) (100.0%, 100.0%)
08/01 09:58:57 PM | Train: [89/200] Step 050/380 Loss 0.101 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:01 PM | Train: [89/200] Step 060/380 Loss 0.101 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:04 PM | Train: [89/200] Step 070/380 Loss 0.096 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:08 PM | Train: [89/200] Step 080/380 Loss 0.098 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:11 PM | Train: [89/200] Step 090/380 Loss 0.100 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:15 PM | Train: [89/200] Step 100/380 Loss 0.102 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:18 PM | Train: [89/200] Step 110/380 Loss 0.105 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:22 PM | Train: [89/200] Step 120/380 Loss 0.104 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:26 PM | Train: [89/200] Step 130/380 Loss 0.102 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:29 PM | Train: [89/200] Step 140/380 Loss 0.105 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:33 PM | Train: [89/200] Step 150/380 Loss 0.105 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:36 PM | Train: [89/200] Step 160/380 Loss 0.105 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:40 PM | Train: [89/200] Step 170/380 Loss 0.104 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:43 PM | Train: [89/200] Step 180/380 Loss 0.103 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:47 PM | Train: [89/200] Step 190/380 Loss 0.106 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:51 PM | Train: [89/200] Step 200/380 Loss 0.106 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:55 PM | Train: [89/200] Step 210/380 Loss 0.109 Prec@(1,5) (100.0%, 100.0%)
08/01 09:59:58 PM | Train: [89/200] Step 220/380 Loss 0.108 Prec@(1,5) (100.0%, 100.0%)
08/01 10:00:02 PM | Train: [89/200] Step 230/380 Loss 0.107 Prec@(1,5) (100.0%, 100.0%)
08/01 10:00:08 PM | Train: [89/200] Step 240/380 Loss 0.105 Prec@(1,5) (100.0%, 100.0%)
08/01 10:00:12 PM | Train: [89/200] Step 250/380 Loss 0.106 Prec@(1,5) (100.0%, 100.0%)
08/01 10:00:18 PM | Train: [89/200] Step 260/380 Loss 0.104 Prec@(1,5) (100.0%, 100.0%)
08/01 10:00:22 PM | Train: [89/200] Step 270/380 Loss 0.103 Prec@(1,5) (100.0%, 100.0%)
08/01 10:00:26 PM | Train: [89/200] Step 280/380 Loss 0.104 Prec@(1,5) (100.0%, 100.0%)
08/01 10:00:31 PM | Train: [89/200] Step 290/380 Loss 0.104 Prec@(1,5) (100.0%, 100.0%)
08/01 10:00:35 PM | Train: [89/200] Step 300/380 Loss 0.103 Prec@(1,5) (100.0%, 100.0%)
08/01 10:00:39 PM | Train: [89/200] Step 310/380 Loss 0.103 Prec@(1,5) (100.0%, 100.0%)
08/01 10:00:42 PM | Train: [89/200] Step 320/380 Loss 0.102 Prec@(1,5) (100.0%, 100.0%)
08/01 10:00:46 PM | Train: [89/200] Step 330/380 Loss 0.101 Prec@(1,5) (100.0%, 100.0%)
08/01 10:00:50 PM | Train: [89/200] Step 340/380 Loss 0.102 Prec@(1,5) (100.0%, 100.0%)
